v8-version,7,1,302,31,0
code-creation,BytecodeHandler,1,8357,0x561e6a2a5500,804,SuspendGeneratorWideHandler
code-creation,BytecodeHandler,1,8362,0x561e6a2a5840,264,ResumeGeneratorWideHandler
code-creation,BytecodeHandler,1,8367,0x561e6a2a5960,195,IncBlockCounterWideHandler
code-creation,BytecodeHandler,1,8371,0x561e6a2a5a40,115,AbortWideHandler
code-creation,BytecodeHandler,1,8376,0x561e6a2a5ac0,344,DebugBreak1ExtraWideHandler
code-creation,BytecodeHandler,1,8383,0x561e6a2a5c20,344,DebugBreak2ExtraWideHandler
code-creation,BytecodeHandler,1,8388,0x561e6a2a5d80,344,DebugBreak3ExtraWideHandler
code-creation,BytecodeHandler,1,8393,0x561e6a2a5ee0,344,DebugBreak4ExtraWideHandler
code-creation,BytecodeHandler,1,8398,0x561e6a2a6040,344,DebugBreak5ExtraWideHandler
code-creation,BytecodeHandler,1,8403,0x561e6a2a61a0,344,DebugBreak6ExtraWideHandler
code-creation,BytecodeHandler,1,8408,0x561e6a2a6300,68,LdaSmiExtraWideHandler
code-creation,BytecodeHandler,1,8412,0x561e6a2a6360,72,LdaConstantExtraWideHandler
code-creation,BytecodeHandler,1,8417,0x561e6a2a63c0,3588,LdaGlobalExtraWideHandler
code-creation,BytecodeHandler,1,8422,0x561e6a2a71e0,3532,LdaGlobalInsideTypeofExtraWideHandler
code-creation,BytecodeHandler,1,8427,0x561e6a2a7fc0,243,StaGlobalExtraWideHandler
code-creation,BytecodeHandler,1,8432,0x561e6a2a80c0,80,PushContextExtraWideHandler
code-creation,BytecodeHandler,1,8437,0x561e6a2a8120,76,PopContextExtraWideHandler
code-creation,BytecodeHandler,1,8442,0x561e6a2a8180,108,LdaContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,8446,0x561e6a2a8200,108,LdaImmutableContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,8452,0x561e6a2a8280,76,LdaCurrentContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,8457,0x561e6a2a82e0,76,LdaImmutableCurrentContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,8462,0x561e6a2a8340,192,StaContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,8467,0x561e6a2a8420,156,StaCurrentContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,8473,0x561e6a2a84c0,179,LdaLookupSlotExtraWideHandler
code-creation,BytecodeHandler,1,8477,0x561e6a2a8580,271,LdaLookupContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,8483,0x561e6a2a86a0,3644,LdaLookupGlobalSlotExtraWideHandler
code-creation,BytecodeHandler,1,8488,0x561e6a2a94e0,179,LdaLookupSlotInsideTypeofExtraWideHandler
code-creation,BytecodeHandler,1,8493,0x561e6a2a95a0,271,LdaLookupContextSlotInsideTypeofExtraWideHandler
code-creation,BytecodeHandler,1,8499,0x561e6a2a96c0,3588,LdaLookupGlobalSlotInsideTypeofExtraWideHandler
code-creation,BytecodeHandler,1,8504,0x561e6a2aa4e0,331,StaLookupSlotExtraWideHandler
code-creation,BytecodeHandler,1,8509,0x561e6a2aa640,72,LdarExtraWideHandler
code-creation,BytecodeHandler,1,8514,0x561e6a2aa6a0,72,StarExtraWideHandler
code-creation,BytecodeHandler,1,8518,0x561e6a2aa700,80,MovExtraWideHandler
code-creation,BytecodeHandler,1,8523,0x561e6a2aa760,3708,LdaNamedPropertyExtraWideHandler
code-creation,BytecodeHandler,1,8528,0x561e6a2ab5e0,187,LdaNamedPropertyNoFeedbackExtraWideHandler
code-creation,BytecodeHandler,1,8533,0x561e6a2ab6a0,235,LdaKeyedPropertyExtraWideHandler
code-creation,BytecodeHandler,1,8538,0x561e6a2ab7a0,152,LdaModuleVariableExtraWideHandler
code-creation,BytecodeHandler,1,8543,0x561e6a2ab840,335,StaModuleVariableExtraWideHandler
code-creation,BytecodeHandler,1,8548,0x561e6a2ab9a0,235,StaNamedPropertyExtraWideHandler
code-creation,BytecodeHandler,1,8553,0x561e6a2abaa0,215,StaNamedPropertyNoFeedbackExtraWideHandler
code-creation,BytecodeHandler,1,8559,0x561e6a2abb80,235,StaNamedOwnPropertyExtraWideHandler
code-creation,BytecodeHandler,1,8564,0x561e6a2abc80,231,StaKeyedPropertyExtraWideHandler
code-creation,BytecodeHandler,1,8569,0x561e6a2abd80,231,StaInArrayLiteralExtraWideHandler
code-creation,BytecodeHandler,1,8574,0x561e6a2abe80,255,StaDataPropertyInLiteralExtraWideHandler
code-creation,BytecodeHandler,1,8579,0x561e6a2abf80,211,CollectTypeProfileExtraWideHandler
code-creation,BytecodeHandler,1,8584,0x561e6a2ac060,1064,AddExtraWideHandler
code-creation,BytecodeHandler,1,8589,0x561e6a2ac4a0,1128,SubExtraWideHandler
code-creation,BytecodeHandler,1,8593,0x561e6a2ac920,1196,MulExtraWideHandler
code-creation,BytecodeHandler,1,8598,0x561e6a2acde0,1220,DivExtraWideHandler
code-creation,BytecodeHandler,1,8602,0x561e6a2ad2c0,1220,ModExtraWideHandler
code-creation,BytecodeHandler,1,8607,0x561e6a2ad7a0,231,ExpExtraWideHandler
code-creation,BytecodeHandler,1,8611,0x561e6a2ad8a0,1216,BitwiseOrExtraWideHandler
code-creation,BytecodeHandler,1,8619,0x561e6a2add80,1216,BitwiseXorExtraWideHandler
code-creation,BytecodeHandler,1,8624,0x561e6a2ae260,1216,BitwiseAndExtraWideHandler
code-creation,BytecodeHandler,1,8629,0x561e6a2ae740,1224,ShiftLeftExtraWideHandler
code-creation,BytecodeHandler,1,8634,0x561e6a2aec20,1224,ShiftRightExtraWideHandler
code-creation,BytecodeHandler,1,8639,0x561e6a2af100,1408,ShiftRightLogicalExtraWideHandler
code-creation,BytecodeHandler,1,8649,0x561e6a2af6a0,892,AddSmiExtraWideHandler
code-creation,BytecodeHandler,1,8654,0x561e6a2afa20,936,SubSmiExtraWideHandler
code-creation,BytecodeHandler,1,8658,0x561e6a2afde0,1004,MulSmiExtraWideHandler
code-creation,BytecodeHandler,1,8663,0x561e6a2b01e0,1044,DivSmiExtraWideHandler
code-creation,BytecodeHandler,1,8668,0x561e6a2b0600,1004,ModSmiExtraWideHandler
code-creation,BytecodeHandler,1,8672,0x561e6a2b0a00,231,ExpSmiExtraWideHandler
code-creation,BytecodeHandler,1,8677,0x561e6a2b0b00,664,BitwiseOrSmiExtraWideHandler
code-creation,BytecodeHandler,1,8682,0x561e6a2b0da0,664,BitwiseXorSmiExtraWideHandler
code-creation,BytecodeHandler,1,8687,0x561e6a2b1040,664,BitwiseAndSmiExtraWideHandler
code-creation,BytecodeHandler,1,8691,0x561e6a2b12e0,664,ShiftLeftSmiExtraWideHandler
code-creation,BytecodeHandler,1,8696,0x561e6a2b1580,664,ShiftRightSmiExtraWideHandler
code-creation,BytecodeHandler,1,8701,0x561e6a2b1820,852,ShiftRightLogicalSmiExtraWideHandler
code-creation,BytecodeHandler,1,8706,0x561e6a2b1b80,640,IncExtraWideHandler
code-creation,BytecodeHandler,1,8711,0x561e6a2b1e20,636,DecExtraWideHandler
code-creation,BytecodeHandler,1,8715,0x561e6a2b20a0,672,NegateExtraWideHandler
code-creation,BytecodeHandler,1,8720,0x561e6a2b2360,652,BitwiseNotExtraWideHandler
code-creation,BytecodeHandler,1,8724,0x561e6a2b2600,183,DeletePropertyStrictExtraWideHandler
code-creation,BytecodeHandler,1,8730,0x561e6a2b26c0,175,DeletePropertySloppyExtraWideHandler
code-creation,BytecodeHandler,1,8735,0x561e6a2b2780,163,GetSuperConstructorExtraWideHandler
code-creation,BytecodeHandler,1,8740,0x561e6a2b2840,404,CallAnyReceiverExtraWideHandler
code-creation,BytecodeHandler,1,8745,0x561e6a2b29e0,404,CallPropertyExtraWideHandler
code-creation,BytecodeHandler,1,8750,0x561e6a2b2b80,408,CallProperty0ExtraWideHandler
code-creation,BytecodeHandler,1,8755,0x561e6a2b2d20,424,CallProperty1ExtraWideHandler
code-creation,BytecodeHandler,1,8759,0x561e6a2b2ee0,440,CallProperty2ExtraWideHandler
code-creation,BytecodeHandler,1,8764,0x561e6a2b30a0,404,CallUndefinedReceiverExtraWideHandler
code-creation,BytecodeHandler,1,8769,0x561e6a2b3240,344,CallUndefinedReceiver0ExtraWideHandler
code-creation,BytecodeHandler,1,8775,0x561e6a2b33a0,416,CallUndefinedReceiver1ExtraWideHandler
code-creation,BytecodeHandler,1,8780,0x561e6a2b3560,432,CallUndefinedReceiver2ExtraWideHandler
code-creation,BytecodeHandler,1,8785,0x561e6a2b3720,104,CallNoFeedbackExtraWideHandler
code-creation,BytecodeHandler,1,8790,0x561e6a2b37a0,404,CallWithSpreadExtraWideHandler
code-creation,BytecodeHandler,1,8795,0x561e6a2b3940,207,CallRuntimeExtraWideHandler
code-creation,BytecodeHandler,1,8800,0x561e6a2b3a20,251,CallRuntimeForPairExtraWideHandler
code-creation,BytecodeHandler,1,8805,0x561e6a2b3b20,104,CallJSRuntimeExtraWideHandler
code-creation,BytecodeHandler,1,8810,0x561e6a2b3ba0,1520,InvokeIntrinsicExtraWideHandler
code-creation,BytecodeHandler,1,8815,0x561e6a2b41a0,1208,ConstructExtraWideHandler
code-creation,BytecodeHandler,1,8819,0x561e6a2b4660,551,ConstructWithSpreadExtraWideHandler
code-creation,BytecodeHandler,1,8824,0x561e6a2b48a0,2012,TestEqualExtraWideHandler
code-creation,BytecodeHandler,1,8829,0x561e6a2b5080,1055,TestEqualStrictExtraWideHandler
code-creation,BytecodeHandler,1,8834,0x561e6a2b54a0,2260,TestLessThanExtraWideHandler
code-creation,BytecodeHandler,1,8839,0x561e6a2b5d80,2260,TestGreaterThanExtraWideHandler
code-creation,BytecodeHandler,1,8844,0x561e6a2b6660,2260,TestLessThanOrEqualExtraWideHandler
code-creation,BytecodeHandler,1,8849,0x561e6a2b6f40,2260,TestGreaterThanOrEqualExtraWideHandler
code-creation,BytecodeHandler,1,8857,0x561e6a2b7820,88,TestReferenceEqualExtraWideHandler
code-creation,BytecodeHandler,1,8862,0x561e6a2b7880,1104,TestInstanceOfExtraWideHandler
code-creation,BytecodeHandler,1,8867,0x561e6a2b7ce0,2524,TestInExtraWideHandler
code-creation,BytecodeHandler,1,8871,0x561e6a2b86c0,183,ToNameExtraWideHandler
code-creation,BytecodeHandler,1,8876,0x561e6a2b8780,251,ToNumberExtraWideHandler
code-creation,BytecodeHandler,1,8881,0x561e6a2b8880,299,ToNumericExtraWideHandler
code-creation,BytecodeHandler,1,8885,0x561e6a2b89c0,183,ToObjectExtraWideHandler
code-creation,BytecodeHandler,1,8890,0x561e6a2b8a80,398,CreateRegExpLiteralExtraWideHandler
code-creation,BytecodeHandler,1,8895,0x561e6a2b8c20,1828,CreateArrayLiteralExtraWideHandler
code-creation,BytecodeHandler,1,8900,0x561e6a2b9360,884,CreateEmptyArrayLiteralExtraWideHandler
code-creation,BytecodeHandler,1,8905,0x561e6a2b96e0,1696,CreateObjectLiteralExtraWideHandler
code-creation,BytecodeHandler,1,8911,0x561e6a2b9da0,251,CloneObjectExtraWideHandler
code-creation,BytecodeHandler,1,8915,0x561e6a2b9ea0,343,GetTemplateObjectExtraWideHandler
code-creation,BytecodeHandler,1,8920,0x561e6a2ba000,423,CreateClosureExtraWideHandler
code-creation,BytecodeHandler,1,8925,0x561e6a2ba1c0,187,CreateBlockContextExtraWideHandler
code-creation,BytecodeHandler,1,8930,0x561e6a2ba280,203,CreateCatchContextExtraWideHandler
code-creation,BytecodeHandler,1,8935,0x561e6a2ba360,352,CreateFunctionContextExtraWideHandler
code-creation,BytecodeHandler,1,8941,0x561e6a2ba4e0,356,CreateEvalContextExtraWideHandler
code-creation,BytecodeHandler,1,8946,0x561e6a2ba660,203,CreateWithContextExtraWideHandler
code-creation,BytecodeHandler,1,8951,0x561e6a2ba740,427,JumpLoopExtraWideHandler
code-creation,BytecodeHandler,1,8955,0x561e6a2ba900,76,JumpExtraWideHandler
code-creation,BytecodeHandler,1,8960,0x561e6a2ba960,88,JumpConstantExtraWideHandler
code-creation,BytecodeHandler,1,8965,0x561e6a2ba9c0,124,JumpIfNullConstantExtraWideHandler
code-creation,BytecodeHandler,1,8970,0x561e6a2baa40,124,JumpIfNotNullConstantExtraWideHandler
code-creation,BytecodeHandler,1,8975,0x561e6a2baac0,124,JumpIfUndefinedConstantExtraWideHandler
code-creation,BytecodeHandler,1,8980,0x561e6a2bab40,124,JumpIfNotUndefinedConstantExtraWideHandler
code-creation,BytecodeHandler,1,8986,0x561e6a2babc0,124,JumpIfTrueConstantExtraWideHandler
code-creation,BytecodeHandler,1,8991,0x561e6a2bac40,124,JumpIfFalseConstantExtraWideHandler
code-creation,BytecodeHandler,1,8996,0x561e6a2bacc0,132,JumpIfJSReceiverConstantExtraWideHandler
code-creation,BytecodeHandler,1,9001,0x561e6a2bad60,419,JumpIfToBooleanTrueConstantExtraWideHandler
code-creation,BytecodeHandler,1,9007,0x561e6a2baf20,423,JumpIfToBooleanFalseConstantExtraWideHandler
code-creation,BytecodeHandler,1,9012,0x561e6a2bb0e0,407,JumpIfToBooleanTrueExtraWideHandler
code-creation,BytecodeHandler,1,9017,0x561e6a2bb280,407,JumpIfToBooleanFalseExtraWideHandler
code-creation,BytecodeHandler,1,9022,0x561e6a2bb420,108,JumpIfTrueExtraWideHandler
code-creation,BytecodeHandler,1,9027,0x561e6a2bb4a0,108,JumpIfFalseExtraWideHandler
code-creation,BytecodeHandler,1,9032,0x561e6a2bb520,108,JumpIfNullExtraWideHandler
code-creation,BytecodeHandler,1,9037,0x561e6a2bb5a0,108,JumpIfNotNullExtraWideHandler
code-creation,BytecodeHandler,1,9041,0x561e6a2bb620,108,JumpIfUndefinedExtraWideHandler
code-creation,BytecodeHandler,1,9046,0x561e6a2bb6a0,108,JumpIfNotUndefinedExtraWideHandler
code-creation,BytecodeHandler,1,9051,0x561e6a2bb720,160,JumpIfJSReceiverExtraWideHandler
code-creation,BytecodeHandler,1,9056,0x561e6a2bb7e0,160,SwitchOnSmiNoFeedbackExtraWideHandler
code-creation,BytecodeHandler,1,9062,0x561e6a2bb8a0,559,ForInEnumerateExtraWideHandler
code-creation,BytecodeHandler,1,9067,0x561e6a2bbae0,328,ForInPrepareExtraWideHandler
code-creation,BytecodeHandler,1,9071,0x561e6a2bbc40,96,ForInContinueExtraWideHandler
code-creation,BytecodeHandler,1,9076,0x561e6a2bbcc0,315,ForInNextExtraWideHandler
code-creation,BytecodeHandler,1,9081,0x561e6a2bbe00,88,ForInStepExtraWideHandler
code-creation,BytecodeHandler,1,9086,0x561e6a2bbe60,227,ThrowReferenceErrorIfHoleExtraWideHandler
code-creation,BytecodeHandler,1,9094,0x561e6a2bbf60,240,SwitchOnGeneratorStateExtraWideHandler
code-creation,BytecodeHandler,1,9099,0x561e6a2bc060,800,SuspendGeneratorExtraWideHandler
code-creation,BytecodeHandler,1,9104,0x561e6a2bc3a0,260,ResumeGeneratorExtraWideHandler
code-creation,BytecodeHandler,1,9109,0x561e6a2bc4c0,195,IncBlockCounterExtraWideHandler
code-creation,BytecodeHandler,1,9114,0x561e6a2bc5a0,115,AbortExtraWideHandler
code-creation,Stub,2,9343,0x3f45e9704040,1120,StoreFastElementStub
code-creation,Stub,2,9348,0x3f45e97044e0,132,StoreFastElementStub
code-creation,Stub,2,9352,0x3f45e97045c0,208,StoreFastElementStub
code-creation,Stub,2,9356,0x3f45e97046e0,836,StoreFastElementStub
code-creation,Stub,2,9360,0x3f45e9704a80,240,JSEntryStub
code-creation,Stub,2,9364,0x3f45e9704bc0,1192,StoreFastElementStub
code-creation,Stub,2,9368,0x3f45e97050c0,1204,StoreFastElementStub
code-creation,Stub,2,9372,0x3f45e97055c0,208,StoreFastElementStub
code-creation,Stub,2,9376,0x3f45e97056e0,836,StoreFastElementStub
code-creation,Stub,2,9380,0x3f45e9705a80,208,StoreFastElementStub
code-creation,Stub,2,9384,0x3f45e9705ba0,240,JSEntryStub
code-creation,Stub,2,9388,0x3f45e9705ce0,240,JSEntryStub
code-creation,Stub,2,9391,0x3f45e9705e20,164,StoreFastElementStub
code-creation,Stub,2,9395,0x3f45e9705f20,1204,StoreFastElementStub
code-creation,Stub,2,9399,0x3f45e9706420,164,StoreFastElementStub
code-creation,Stub,2,9403,0x3f45e9706520,1120,StoreFastElementStub
code-creation,Stub,2,9407,0x3f45e97069c0,132,StoreFastElementStub
code-creation,Builtin,3,9411,0x561e6a1c70a0,227,DeserializeLazy
code-creation,Builtin,3,9416,0x561e6a1c0300,1364,RecordWrite
code-creation,Builtin,3,9419,0x561e6a1c0860,44,AdaptorWithExitFrame
code-creation,Builtin,3,9424,0x561e6a1c08a0,44,AdaptorWithBuiltinExitFrame
code-creation,Builtin,3,9428,0x561e6a1c08e0,243,ArgumentsAdaptorTrampoline
code-creation,Builtin,3,9432,0x561e6a1c09e0,172,CallFunction_ReceiverIsNullOrUndefined
code-creation,Builtin,3,9437,0x561e6a1c0aa0,229,CallFunction_ReceiverIsNotNullOrUndefined
code-creation,Builtin,3,9442,0x561e6a1c0ba0,254,CallFunction_ReceiverIsAny
code-creation,Builtin,3,9447,0x561e6a1c0ca0,130,CallBoundFunction
code-creation,Builtin,3,9451,0x561e6a1c0d40,105,Call_ReceiverIsNullOrUndefined
code-creation,Builtin,3,9455,0x561e6a1c0dc0,105,Call_ReceiverIsNotNullOrUndefined
code-creation,Builtin,3,9460,0x561e6a1c0e40,105,Call_ReceiverIsAny
code-creation,Builtin,3,9464,0x561e6a1c0ec0,960,CallProxy
code-creation,Builtin,3,9468,0x561e6a1c12a0,78,CallVarargs
code-creation,Builtin,3,9471,0x561e6a1c1300,1336,CallWithSpread
code-creation,Builtin,3,9476,0x561e6a1c1840,948,CallWithArrayLike
code-creation,Builtin,3,9480,0x561e6a1c1c00,103,CallForwardVarargs
code-creation,Builtin,3,9484,0x561e6a1c1c80,103,CallFunctionForwardVarargs
code-creation,Builtin,3,9488,0x561e6a1c1d00,26,ConstructFunction
code-creation,Builtin,3,9492,0x561e6a1c1d20,130,ConstructBoundFunction
code-creation,Builtin,3,9496,0x561e6a1c1dc0,28,ConstructedNonConstructable
code-creation,Builtin,3,9501,0x561e6a1c1de0,86,Construct
code-creation,Builtin,3,9504,0x561e6a1c1e40,78,ConstructVarargs
code-creation,Builtin,3,9508,0x561e6a1c1ea0,1360,ConstructWithSpread
code-creation,Builtin,3,9512,0x561e6a1c2400,1028,ConstructWithArrayLike
code-creation,Builtin,3,9516,0x561e6a1c2820,142,ConstructForwardVarargs
code-creation,Builtin,3,9521,0x561e6a1c28c0,142,ConstructFunctionForwardVarargs
code-creation,Builtin,3,9525,0x561e6a1c2960,288,JSConstructStubGeneric
code-creation,Builtin,3,9529,0x561e6a1c2aa0,164,JSBuiltinsConstructStub
code-creation,Builtin,3,9533,0x561e6a1c2b60,685,FastNewObject
code-creation,Builtin,3,9537,0x561e6a1c2e20,327,FastNewClosure
code-creation,Builtin,3,9541,0x561e6a1c2f80,227,FastNewFunctionContextEval
code-creation,Builtin,3,9546,0x561e6a1c3080,227,FastNewFunctionContextFunction
code-creation,Builtin,3,9550,0x561e6a1c3180,238,CreateRegExpLiteral
code-creation,Builtin,3,9554,0x561e6a1c3280,686,CreateEmptyArrayLiteral
code-creation,Builtin,3,9559,0x561e6a1c3540,1396,CreateShallowArrayLiteral
code-creation,Builtin,3,9566,0x561e6a1c3ac0,1320,CreateShallowObjectLiteral
code-creation,Builtin,3,9570,0x561e6a1c4000,968,ConstructProxy
code-creation,Builtin,3,9574,0x561e6a1c43e0,104,JSEntryTrampoline
code-creation,Builtin,3,9578,0x561e6a1c4460,104,JSConstructEntryTrampoline
code-creation,Builtin,3,9583,0x561e6a1c44e0,278,ResumeGeneratorTrampoline
code-creation,Builtin,3,9587,0x561e6a1c4600,14,InterruptCheck
code-creation,Builtin,3,9591,0x561e6a1c4620,14,StackCheck
code-creation,Builtin,3,9594,0x561e6a1c4640,679,StringCharAt
code-creation,Builtin,3,9598,0x561e6a1c4900,834,StringCodePointAtUTF16
code-creation,Builtin,3,9603,0x561e6a1c4c60,838,StringCodePointAtUTF32
code-creation,Builtin,3,9607,0x561e6a1c4fc0,588,StringEqual
code-creation,Builtin,3,9611,0x561e6a1c5220,268,StringGreaterThan
code-creation,Builtin,3,9615,0x561e6a1c5340,268,StringGreaterThanOrEqual
code-creation,Builtin,3,9619,0x561e6a1c5460,1036,StringIndexOf
code-creation,Builtin,3,9623,0x561e6a1c5880,268,StringLessThan
code-creation,Builtin,3,9627,0x561e6a1c59a0,268,StringLessThanOrEqual
code-creation,Builtin,3,9631,0x561e6a1c5ac0,194,StringRepeat
code-creation,Builtin,3,9635,0x561e6a1c5ba0,3374,StringSubstring
code-creation,Builtin,3,9639,0x561e6a1c68e0,72,OrderedHashTableHealIndex
code-creation,Builtin,3,9643,0x3f45e9707f40,665,InterpreterEntryTrampoline
code-creation,Builtin,3,9648,0x561e6a1c6940,82,InterpreterPushArgsThenCall
code-creation,Builtin,3,9652,0x561e6a1c69a0,88,InterpreterPushUndefinedAndArgsThenCall
code-creation,Builtin,3,9657,0x561e6a1c6a00,85,InterpreterPushArgsThenCallWithFinalSpread
code-creation,Builtin,3,9662,0x561e6a1c6a60,81,InterpreterPushArgsThenConstruct
code-creation,Builtin,3,9667,0x561e6a1c6ac0,81,InterpreterPushArgsThenConstructArrayFunction
code-creation,Builtin,3,9672,0x561e6a1c6b20,84,InterpreterPushArgsThenConstructWithFinalSpread
code-creation,Builtin,3,9677,0x561e6a1c6ca0,63,InterpreterOnStackReplacement
code-creation,Builtin,3,9681,0x561e6a1c6ce0,855,CompileLazy
code-creation,Builtin,3,9685,0x561e6a1c7040,92,CompileLazyDeoptimizedCode
code-creation,Builtin,3,9690,0x561e6a1c73e0,148,InstantiateAsmJs
code-creation,Builtin,3,9694,0x561e6a1c7480,32,NotifyDeoptimized
code-creation,Builtin,3,9698,0x561e6a1c74c0,37,ContinueToCodeStubBuiltin
code-creation,Builtin,3,9702,0x561e6a1c7500,45,ContinueToCodeStubBuiltinWithResult
code-creation,Builtin,3,9707,0x561e6a1c7540,41,ContinueToJavaScriptBuiltin
code-creation,Builtin,3,9711,0x561e6a1c7580,49,ContinueToJavaScriptBuiltinWithResult
code-creation,Builtin,3,9716,0x561e6a1c75c0,12,HandleApiCall
code-creation,Builtin,3,9720,0x561e6a1c75e0,12,HandleApiCallAsFunction
code-creation,Builtin,3,9724,0x561e6a1c7600,12,HandleApiCallAsConstructor
code-creation,Builtin,3,9728,0x561e6a1c7620,40,AllocateInNewSpace
code-creation,Builtin,3,9732,0x561e6a1c7660,60,AllocateInOldSpace
code-creation,Builtin,3,9736,0x561e6a1c76a0,743,CopyFastSmiOrObjectElements
code-creation,Builtin,3,9741,0x561e6a1c79a0,496,GrowFastDoubleElements
code-creation,Builtin,3,9745,0x561e6a1c7ba0,456,GrowFastSmiOrObjectElements
code-creation,Builtin,3,9749,0x561e6a1c7d80,331,NewArgumentsElements
code-creation,Builtin,3,9753,0x561e6a1c7ee0,444,DebugBreakTrampoline
code-creation,Builtin,3,9757,0x561e6a1c80a0,112,FrameDropperTrampoline
code-creation,Builtin,3,9761,0x561e6a1c8120,45,HandleDebuggerStatement
code-creation,Builtin,3,9766,0x561e6a1c8160,382,ToObject
code-creation,Builtin,3,9769,0x561e6a1c82e0,147,ToBoolean
code-creation,Builtin,3,9773,0x561e6a1c8380,283,OrdinaryToPrimitive_Number
code-creation,Builtin,3,9777,0x561e6a1c84a0,283,OrdinaryToPrimitive_String
code-creation,Builtin,3,9782,0x561e6a1c85c0,225,NonPrimitiveToPrimitive_Default
code-creation,Builtin,3,9786,0x561e6a1c86c0,225,NonPrimitiveToPrimitive_Number
code-creation,Builtin,3,9791,0x561e6a1c87c0,225,NonPrimitiveToPrimitive_String
code-creation,Builtin,3,9795,0x561e6a1c88c0,91,StringToNumber
code-creation,Builtin,3,9799,0x561e6a1c8920,131,ToName
code-creation,Builtin,3,9803,0x561e6a1c89c0,309,NonNumberToNumber
code-creation,Builtin,3,9809,0x561e6a1c8b00,321,NonNumberToNumeric
code-creation,Builtin,3,9813,0x561e6a1c8c60,265,ToNumber
code-creation,Builtin,3,9817,0x561e6a1c8d80,308,ToNumberConvertBigInt
code-creation,Builtin,3,9821,0x561e6a1c8ec0,353,ToNumeric
code-creation,Builtin,3,9825,0x561e6a1c9040,271,NumberToString
code-creation,Builtin,3,9829,0x561e6a1c9160,347,ToString
code-creation,Builtin,3,9832,0x561e6a1c92c0,486,ToInteger
code-creation,Builtin,3,9836,0x561e6a1c94c0,506,ToInteger_TruncateMinusZero
code-creation,Builtin,3,9840,0x561e6a1c96c0,542,ToLength
code-creation,Builtin,3,9844,0x561e6a1c98e0,156,Typeof
code-creation,Builtin,3,9847,0x561e6a1c9980,71,GetSuperConstructor
code-creation,Builtin,3,9852,0x561e6a1c99e0,159,ToBooleanLazyDeoptContinuation
code-creation,Builtin,3,9856,0x561e6a1c9a80,3003,KeyedLoadIC_PolymorphicName
code-creation,Builtin,3,9861,0x561e6a1ca640,36,KeyedLoadIC_Slow
code-creation,Builtin,3,9865,0x561e6a1ca680,14692,KeyedStoreIC_Megamorphic
code-creation,Builtin,3,9869,0x561e6a1ce000,40,KeyedStoreIC_Slow
code-creation,Builtin,3,9873,0x561e6a1ce040,40,LoadGlobalIC_Slow
code-creation,Builtin,3,9877,0x561e6a1ce080,88,LoadIC_FunctionPrototype
code-creation,Builtin,3,9881,0x561e6a1ce0e0,36,LoadIC_Slow
code-creation,Builtin,3,9885,0x561e6a1ce120,20,LoadIC_StringLength
code-creation,Builtin,3,9889,0x561e6a1ce140,24,LoadIC_StringWrapperLength
code-creation,Builtin,3,9893,0x561e6a1ce160,3352,LoadIC_Uninitialized
code-creation,Builtin,3,9897,0x561e6a1cee80,40,StoreGlobalIC_Slow
code-creation,Builtin,3,9901,0x561e6a1ceec0,6612,StoreIC_Uninitialized
code-creation,Builtin,3,9906,0x561e6a1d08a0,40,StoreInArrayLiteralIC_Slow
code-creation,Builtin,3,9910,0x561e6a1d08e0,1228,EnqueueMicrotask
code-creation,Builtin,3,9914,0x561e6a1d0dc0,1684,RunMicrotasks
code-creation,Builtin,3,9918,0x561e6a1d1460,2308,HasProperty
code-creation,Builtin,3,9921,0x561e6a1d1d80,1032,DeleteProperty
code-creation,Builtin,3,9925,0x561e6a1d21a0,36,Abort
code-creation,Builtin,3,9929,0x561e6a1d21e0,36,AbortJS
code-creation,Builtin,3,9932,0x561e6a1d2220,12,EmptyFunction
code-creation,Builtin,3,9936,0x561e6a1d2240,12,Illegal
code-creation,Builtin,3,9940,0x561e6a1d2260,12,StrictPoisonPillThrower
code-creation,Builtin,3,9944,0x561e6a1d2280,12,UnsupportedThrower
code-creation,Builtin,3,9948,0x561e6a1d22a0,67,ReturnReceiver
code-creation,Builtin,3,9952,0x561e6a1d2300,36,ArrayConstructor
code-creation,Builtin,3,9956,0x561e6a1d2340,455,ArrayConstructorImpl
code-creation,Builtin,3,9960,0x561e6a1d2520,235,ArrayNoArgumentConstructor_PackedSmi_DontOverride
code-creation,Builtin,3,9965,0x561e6a1d2620,235,ArrayNoArgumentConstructor_HoleySmi_DontOverride
code-creation,Builtin,3,9971,0x561e6a1d2720,199,ArrayNoArgumentConstructor_PackedSmi_DisableAllocationSites
code-creation,Builtin,3,9976,0x561e6a1d2800,199,ArrayNoArgumentConstructor_HoleySmi_DisableAllocationSites
code-creation,Builtin,3,9982,0x561e6a1d28e0,199,ArrayNoArgumentConstructor_Packed_DisableAllocationSites
code-creation,Builtin,3,9988,0x561e6a1d29c0,199,ArrayNoArgumentConstructor_Holey_DisableAllocationSites
